id,per_square_meter_price
COL_298104,41741.67778878258
COL_298261,64242.719763076406
COL_298459,234316.71758412683
COL_298471,34334.031801052995
COL_298481,60057.61355283868
COL_298516,55458.60088698808
COL_298532,35988.075694538966
COL_298539,42345.82960633808
COL_298593,229305.44027764854
COL_298719,35575.74597481933
COL_298724,39462.222917586856
COL_298733,35982.34203073236
COL_298817,94533.81463904318
COL_298837,49660.590253436116
COL_298968,204047.5560761025
COL_299209,62012.721742309
COL_299221,269916.11587429297
COL_299361,39273.10753260185
COL_299366,55798.72409361606
COL_299450,87285.38651581702
COL_299454,60743.531854013396
COL_299455,80431.09975428121
COL_299459,80428.78658277652
COL_299464,41782.05899909725
COL_299468,67127.8863434908
COL_299486,54597.347594870225
COL_299491,97329.85109225809
COL_299497,69974.14497730647
COL_299499,53438.90282478103
COL_299501,87588.76200919849
COL_299540,46024.40322504436
COL_299615,49048.81724129234
COL_299659,164685.7972619698
COL_299678,155514.60676257426
COL_299795,33856.19142833042
COL_299818,46966.91700810901
COL_299819,91924.82639956797
COL_299820,101123.51316416851
COL_299960,50011.23669035403
COL_300095,68227.12805260389
COL_300108,190763.5636409099
COL_300125,28813.43951589959
COL_300144,297343.59694511106
COL_300225,41767.27645654111
COL_300305,205250.64494134742
COL_300423,40338.415592246056
COL_300491,36246.76501138233
COL_300562,41882.63329693971
COL_300747,38898.24986772357
COL_300816,53052.95451695
COL_300942,36861.571321682655
COL_300959,42328.58490520925
COL_300962,36384.207633850616
COL_301220,37980.57907073956
COL_301285,59521.4077958225
COL_301290,71591.73377014004
COL_301303,79326.72752691923
COL_301367,39696.544585745076
COL_301368,49908.44162901255
COL_301378,77517.53492955984
COL_301401,48175.024911020664
COL_301444,35033.9603616463
COL_301445,48537.27268546655
COL_301574,77295.27317746427
COL_301649,34849.00789941523
COL_301669,58984.2186521914
COL_301670,49290.123406176725
COL_301679,54927.09704388078
COL_301709,32519.0033761849
COL_301757,140772.67589979753
COL_301819,34065.437847197936
COL_301820,42907.78373133023
COL_301821,36459.82829781002
COL_301822,41468.39053204357
COL_301823,40856.23700381757
COL_301843,42439.594045786886
COL_301976,59472.7882528411
COL_301986,38175.58959282938
COL_302097,41261.50281695227
COL_302111,91615.81975138655
COL_302139,46976.68981052283
COL_302293,36980.78794349047
COL_302294,39178.25169257927
COL_302428,47456.17235349413
COL_302465,38164.38265269819
COL_302497,79943.81327736923
COL_302548,29868.92864287419
COL_302597,39345.93520431336
COL_302726,49214.238492891935
COL_302745,56471.97790225352
COL_302873,39063.37777048612
COL_302926,44425.972591194135
COL_302986,50213.35415775247
COL_302987,48166.48967821274
COL_302994,59477.634691721876
COL_303002,90238.6218302205
COL_303004,45159.73537411906
COL_303007,37140.95732191774
COL_303069,56729.72853352142
COL_303147,30425.646562338614
COL_303265,43945.87232027118
COL_303285,90499.04164700242
COL_303366,37476.90712608594
COL_303405,82365.9558265974
COL_303564,41715.01164908809
COL_303569,29512.33976611429
COL_303618,87937.3982555856
COL_303623,53780.561025511226
COL_303624,54251.77803883385
COL_303625,52117.822715839815
COL_303626,45114.904994742545
COL_303627,46087.713481471714
COL_303637,35271.49715090604
COL_303638,37894.69234156251
COL_304041,54334.736967426434
COL_304147,326894.3849591933
COL_304255,179337.12650175297
COL_304280,57481.93061311854
COL_304320,41439.017230432226
COL_304322,46992.64519137673
COL_304323,32965.054722745335
COL_304324,24957.275273023657
COL_304325,35511.74243698286
COL_304367,41808.66609757971
COL_304546,46266.056700042165
COL_304550,71072.59316713935
COL_304552,102067.58153929978
COL_304561,44217.33692548808
COL_304585,84993.86180446541
COL_304853,111064.75780400693
COL_304902,37058.79394651981
COL_304978,60459.65563707372
COL_304984,35237.04052348434
COL_305002,48213.1053943841
COL_305017,69289.14550114113
COL_305038,33125.21169927712
COL_305057,39620.865423727846
COL_305058,37072.08901935999
COL_305059,36632.941369124106
COL_305114,301355.2136606507
COL_305373,55333.9089234566
COL_305382,84033.6932359282
COL_305383,79634.39946838732
COL_305384,86317.59288756113
COL_305385,86696.9882889257
COL_305386,83737.29799094473
COL_305387,85620.12599816895
COL_305388,83690.90962128279
COL_305413,52696.683779159815
COL_305607,47759.67822467903
COL_305652,52042.30126588254
COL_305726,179230.404316833
COL_305896,58446.56805224837
COL_305924,40915.147409520054
COL_305926,38640.18759286171
COL_306033,94310.50270891459
COL_306088,53196.06802310955
COL_306141,33113.64983234212
COL_306143,43683.4729903516
COL_306144,50931.01197699317
COL_306151,48122.26023605614
COL_306153,38543.24891072664
COL_306154,47335.85654722478
COL_306155,35438.024752264275
COL_306206,57617.324942598156
COL_306621,42312.15344689961
COL_306728,61367.26976795271
COL_306758,48152.4115612664
COL_306763,101812.46742185895
COL_306803,49771.15850074786
COL_306853,40659.09468558641
COL_306892,39435.83010608153
COL_306938,91144.96724164863
COL_307001,47988.085514961625
COL_307043,62569.701643559296
COL_307158,47914.094580301884
COL_307269,50966.78169826389
COL_307356,65900.21704127679
COL_307480,39924.92020507391
COL_307529,57587.9687473909
COL_307623,33942.481458640475
COL_307819,43866.638136588954
COL_307874,46487.925832931935
COL_307945,80446.88587843406
COL_307986,71793.51588834287
COL_308206,53263.7577899617
COL_308211,31605.606346915552
COL_308429,78059.90698998953
COL_308446,33278.7684439905
COL_308472,51276.707754937524
COL_308486,61836.65373135169
COL_308492,60780.6456108873
COL_308493,58214.68632551905
COL_308743,47600.72227170417
COL_308803,41218.82761746547
COL_308813,73803.8257015223
COL_308963,57255.232221321276
COL_308966,24738.06263732414
COL_309079,36754.11855453221
COL_309121,34334.031801052995
COL_309434,36038.59257218754
COL_309612,40561.19231358697
COL_309635,18789.16325184912
COL_309640,39148.21148295842
COL_309642,44879.21537593691
COL_309784,34739.30605385079
COL_310093,30667.882912056863
COL_310107,37113.87923332706
COL_310164,44031.42670510475
COL_310207,48330.6842265255
COL_310218,35431.45161311412
COL_310311,33864.34467277206
COL_310315,57341.13931323781
COL_310359,48409.13265307965
COL_310405,86219.96871931507
COL_310447,42210.46117962031
COL_310503,44663.57868286701
COL_310570,34217.74724282135
COL_310590,52008.591360179504
COL_310604,49394.55958494306
COL_310641,128739.27752594021
COL_310642,48761.60222459257
COL_310656,312178.1505803277
COL_310722,35385.57043047212
COL_310897,42387.583202808564
COL_311016,25294.354921367507
COL_311017,37460.0416081267
COL_311018,42686.26605103853
COL_311025,29263.01117523229
COL_311026,40032.20530404946
COL_311068,30223.773066160455
COL_311128,45134.4527747088
COL_311187,125720.24343507072
COL_311188,124690.31822085184
COL_311328,185240.08822688798
COL_311348,41944.047029952686
COL_311537,62733.55276772469
COL_311660,35385.061017284075
COL_311665,37707.98318710735
COL_311698,35647.96951503744
COL_311704,389782.5277341538
COL_311870,48639.45901530505
COL_312002,48834.58376600908
COL_312005,139174.04073854734
COL_312006,139849.66681064593
COL_312007,132404.65942304512
COL_312010,103586.16839899738
COL_312014,35850.31771733462
COL_312208,45326.47000337414
COL_312270,46851.89047764707
COL_312284,75909.00638503193
COL_312290,35666.899065302016
COL_312323,67712.26278349556
COL_312335,56862.96631425617
COL_312455,50119.9190860903
COL_312609,46869.086924498835
COL_312628,42238.88986209425
COL_312649,75196.47128661419
COL_312672,42297.15384858303
COL_312673,41592.44916887894
COL_312695,56521.80989122796
COL_312997,276223.8006715077
COL_313006,63296.07403776258
COL_313065,59393.055571002806
COL_313068,61170.30733793176
COL_313211,43893.93132648749
COL_313268,209770.61825535106
COL_313304,44170.73742102836
COL_313352,37071.997733231125
COL_313363,44545.62804931777
COL_313535,92358.36228839903
COL_313559,129433.87549933966
COL_313572,55052.551747447666
COL_313573,52081.2354306113
COL_313574,42234.34933823348
COL_313597,42452.73266105261
COL_313606,49658.03273627466
COL_313694,92198.9246214345
COL_313703,37768.007407735495
COL_313717,101232.91267119884
COL_313789,28488.83864671822
COL_313791,35685.96706072359
COL_313814,70077.59152787708
COL_314054,88750.6713053406
COL_314055,88923.22841450265
COL_314058,88911.43323267897
COL_314069,33841.23363785058
COL_314170,38036.12685514354
COL_314185,42703.31375866269
COL_314186,37088.73979173668
COL_314187,47854.14916312436
COL_314190,73334.73763883983
COL_314196,41155.41192772126
COL_314211,53175.990549381604
COL_314230,51721.7367683831
COL_314308,39981.594804442786
COL_314419,37840.28500163362
COL_314536,45827.86078411797
COL_314628,59289.58807668204
COL_314746,47252.79399290292
COL_314818,54430.56642691355
COL_314821,46159.234544544044
COL_314859,42415.38288532563
COL_314860,26513.639011486008
COL_314899,121211.54848377043
COL_314907,39482.50471868083
COL_314997,35055.9553943858
COL_315015,72703.15366656033
COL_315135,47742.2355170706
COL_315502,44406.63373024894
COL_315578,46164.97871869408
COL_315599,31509.141941453705
COL_315602,39716.21274836478
COL_315621,38381.86072843866
COL_315652,130030.47351969867
COL_315673,421292.1810533199
COL_315724,31921.576447083455
COL_315806,26188.813307609693
COL_315970,53539.32439691075
COL_315976,28379.315993199507
COL_315977,29969.070353415907
COL_316014,30186.823220106275
COL_316015,52890.70646391277
COL_316017,49837.33124372325
COL_316021,50093.49765807195
COL_316022,34996.929188848095
COL_316023,49637.763170881684
COL_316024,42908.38209090992
COL_316025,42908.38209090992
COL_316150,54612.8433422902
COL_316180,101436.4359649159
COL_316181,41420.15994960078
COL_316289,51380.575032058616
COL_316308,30598.620580477993
COL_316323,26210.211882514133
COL_316387,22698.314145665972
COL_316388,21706.961381970385
COL_316389,23696.014266832262
COL_316390,22846.854935286927
COL_316392,21051.99484286432
COL_316423,33814.69777271367
COL_316446,53564.96364381044
COL_316448,50558.39420734286
COL_316562,37432.7151358004
COL_316629,46998.86649356398
COL_316720,53739.644075089935
COL_316897,160600.68423205757
COL_316942,38615.85428516687
COL_317174,47150.00448737348
COL_317405,51106.93756278745
COL_317423,58297.227611519054
COL_317789,44643.30026678748
COL_317930,89501.55448277372
COL_318181,90718.60260503745
COL_318209,87394.93731855604
COL_318336,36985.859093592044
COL_318357,29635.404286067693
COL_318384,36266.057648390204
COL_318425,49877.28283011312
COL_318499,31863.362829394024
COL_318575,79491.66092848474
COL_318696,84887.17372695517
COL_318698,446349.9306003749
COL_318712,63176.809655340316
COL_318765,85671.49078732937
COL_319064,87238.53826991997
COL_319104,43911.63366090844
COL_319163,34224.734502557105
COL_319251,50000.852243803565
COL_319500,47367.497201421524
COL_319542,131367.26196229344
COL_319671,54268.95319540117
COL_319675,56342.01919521977
COL_319987,44132.95748169306
COL_319998,26969.41001893856
COL_320000,35119.946059162074
COL_320001,31630.487407269684
COL_320028,33526.32080551419
COL_320128,61068.57660975989
COL_320171,37520.06488874933
COL_320291,38327.85333463467
COL_320376,58890.58746367958
COL_320430,32588.791338209878
COL_320446,38605.358558461754
COL_320452,31522.80860330407
COL_320470,37622.43643959725
COL_320478,46956.824336958045
COL_320498,45833.06484316331
COL_320518,37737.2343785776
COL_320693,71153.33534431916
COL_320824,56844.06487074551
COL_320905,30910.606178537284
COL_320942,129431.63372047746
COL_320966,50932.90412020114
COL_321061,56851.20770562404
COL_321088,66143.77702308988
COL_321099,77093.61645084877
COL_321128,155101.07650556767
COL_321407,48819.3759996394
COL_321417,64781.81755105257
COL_321427,54449.989478824944
COL_321474,37799.28143776254
COL_321621,31116.195893104446
COL_321670,38783.54020568912
COL_321677,33225.901962619704
COL_321820,46853.25893114975
COL_322106,74650.56346462708
COL_322266,31578.1351761092
COL_322288,87504.86018264157
COL_322290,81233.86260213447
COL_322311,41570.73425536078
COL_322356,87216.84366754838
COL_322378,36218.16074141449
COL_322380,41862.18665563003
COL_322428,86036.79067048155
COL_322436,48487.17975151302
COL_322462,47676.68773736532
COL_322463,36084.96557929193
COL_322511,50292.92597669739
COL_322568,65308.40542172759
COL_322595,43991.71022189807
COL_322623,40017.0277813464
COL_322624,87149.92074696587
COL_322665,61792.17118154822
COL_322676,77113.50284500656
COL_322749,44981.85223238923
COL_322954,39786.89252832644
COL_323025,74992.85533566744
COL_323034,58126.152605204246
COL_323061,53769.7030254695
COL_323075,23110.180834760893
COL_323078,40746.35598023414
COL_323084,49372.10138339739
COL_323247,47841.63207986192
COL_323258,71078.05885488179
COL_323261,95764.2339499069
COL_323330,65895.67125063454
COL_323355,63229.09166533111
COL_323590,40881.00069367988
COL_323647,41998.26858668427
COL_323671,57326.49163913537
COL_323683,457785.67939767224
COL_323882,53017.10834049135
COL_323938,48982.564560573206
COL_324197,149148.80856639516
COL_324268,31026.33797653481
COL_324269,34428.9326051376
COL_324455,84207.79744394677
COL_324459,104379.81034967599
COL_324622,57491.99455062531
COL_324655,38304.73860611124
COL_324779,33457.81891509002
COL_324786,94263.55587167652
COL_324787,88006.19424106817
COL_324926,47171.4840515911
COL_324927,45203.68096924868
COL_324936,30948.453807037353
COL_324940,139323.0673908452
COL_324941,51078.61811576006
COL_325131,103016.33632265987
COL_325182,41737.425745898865
COL_325196,59496.69731954759
COL_325210,46331.314705655604
COL_325348,40722.77405986477
COL_325392,40102.8439405094
COL_325405,64711.50419285286
COL_325545,152371.63685263402
COL_325588,85448.2458546832
COL_325648,100069.8099864302
COL_325649,105385.94650165024
COL_325650,88162.45569067445
COL_325651,82326.09456452483
COL_325652,69573.33311829205
COL_325653,75705.04783970979
COL_325696,81585.09243394705
COL_325699,56245.06320422201
COL_325703,52190.435087019796
COL_325707,69990.62197325418
COL_325847,42677.28105410346
COL_325884,30178.607617848807
COL_325904,54501.5980410475
COL_325905,32786.994448659
COL_325942,68195.2745201401
COL_325998,105533.80580923277
COL_326043,42442.88139578283
COL_326045,41727.884430142396
COL_326068,47220.23828714545
COL_326108,38953.494706369805
COL_326130,107073.96716104854
COL_326171,41225.9875290623
COL_326268,54044.82159572837
COL_326466,56475.07162657518
COL_326531,38147.82487771963
COL_326680,49134.27655067075
COL_326753,44357.66147562724
COL_326804,41335.93996332676
COL_326997,52000.23553435743
COL_327062,39673.99915036296
COL_327071,28869.316121039818
COL_327138,42066.932077927355
COL_327471,40854.43366225564
COL_327568,35011.07599032905
COL_327627,57229.28355863621
COL_327732,41306.357205244014
COL_328038,92197.94880136693
COL_328039,89015.79478577891
COL_328086,42395.66765618428
COL_328127,62228.20243123769
COL_328128,44846.62600162065
COL_328240,47909.88923364383
COL_328284,49641.822658693665
COL_328358,36601.18019033783
COL_328408,42961.00029798724
COL_328598,44437.41793339686
COL_328785,30238.15459082596
COL_328832,69548.30815345622
COL_328912,59510.2272018988
COL_328916,44564.877697469725
COL_328952,49798.166191006545
COL_328998,40515.16587850063
COL_329153,52763.42369653865
COL_329196,56219.816599276564
COL_329239,83411.5954124367
COL_329262,81473.80178035593
COL_329356,39872.31432477529
COL_329509,139030.70022904256
COL_329554,40658.38934018316
COL_329557,40661.01493641854
COL_329663,37601.262733708965
COL_329708,52605.498331328934
COL_329757,28950.89362944844
COL_329828,57393.13178751911
COL_329829,54544.932050902746
COL_329857,35304.35512717108
COL_330022,43772.73096812979
COL_330075,40230.01475703598
COL_330085,51262.033608926584
COL_330199,68399.01773882117
COL_330234,43131.57996986786
COL_330254,86485.5765192931
COL_330260,69470.23233589497
COL_330277,43773.69900860485
COL_330324,32769.964450164574
COL_330335,27775.044425589782
COL_330474,69677.14289777643
COL_330477,43502.816229710654
COL_330553,101872.92221205881
COL_330624,47840.657743254735
COL_330666,62198.386503519956
COL_331046,89487.4485519087
COL_331047,61695.91641348369
COL_331049,55229.00093035416
COL_331062,136498.1934998509
COL_331205,145920.62943344185
COL_331263,46683.9398869997
COL_331270,44553.87379198563
COL_331278,68150.43952181764
COL_331289,36171.63437407082
COL_331365,53485.55399722277
COL_331412,52535.54456319554
COL_331441,44758.024449480225
COL_331442,42972.21824676633
COL_331466,30330.84095000993
COL_331559,37141.87045460703
COL_331572,47277.031869335
COL_331601,42317.64836216384
COL_331762,31853.038217035853
COL_332006,24008.983749592557
COL_332433,49540.16809861947
COL_332669,51780.45785285225
COL_332717,38710.13683113431
COL_332726,48913.12274434788
COL_332856,26014.868610933205
COL_332908,146872.5096137712
COL_332909,140419.10533820753
COL_332910,138782.16334164326
COL_332939,45745.07854511625
COL_333190,147124.17410155528
COL_333309,56046.03095278876
COL_333329,40384.31211201815
COL_333350,47681.07396671814
COL_333390,42477.243763047954
COL_333472,53208.91688021457
COL_333473,102798.50325452753
COL_333518,48665.44773075673
COL_333530,73665.74607637484
COL_333545,104413.80389623073
COL_333556,42984.97841687796
COL_333576,33392.285413008874
COL_333736,28321.097718698147
COL_333788,46325.791842199964
COL_333866,41143.38745032096
COL_333867,26335.690076419
COL_333928,59972.60704438195
COL_333957,50966.72340571227
COL_334037,65824.83591445474
COL_334047,54438.16258504949
COL_334091,98190.7806941297
COL_334183,44492.040717661745
COL_334229,65813.19331803253
COL_334288,129344.28872860436
COL_334468,42437.17169599146
COL_334548,33013.06285764555
COL_334639,40292.57744078809
COL_334741,39195.24952403769
COL_334989,59358.161457761154
COL_335047,70452.39330680366
COL_335092,46956.41135031757
COL_335505,59371.95261930037
COL_335523,42404.53872873388
COL_335574,92076.56163871467
COL_335589,49746.88791818488
COL_335708,49113.55686271496
COL_335714,88700.86716166632
COL_335836,49432.69670605035
COL_336093,46014.39081739481
COL_336095,43331.83421669092
COL_336259,50755.0253898152
COL_336264,43790.19350654307
COL_336267,38677.556889850704
COL_336462,130129.61846880527
COL_336493,56744.28920342479
COL_336495,45604.2658466403
COL_336499,54766.5605938225
COL_336531,39021.473511850694
COL_336685,30322.505373646716
COL_336736,98245.73730595481
COL_336855,44798.69741469758
COL_336874,41378.69290447724
COL_336932,36622.628102155635
COL_336963,139262.1829429801
COL_336967,36461.99380369381
COL_337195,56593.47267044617
COL_337254,103625.51624857892
COL_337273,55033.60331621369
COL_337309,56325.1567765975
COL_337318,44286.60643035317
COL_337346,36638.897181936685
COL_337386,45617.203366190675
COL_337590,29345.56404618533
COL_337593,33549.62090770112
COL_337666,38192.37299171131
COL_337681,38499.109481289895
COL_337895,28445.658642190905
COL_337901,101684.84126423436
COL_337971,48357.334068851174
COL_338002,41073.184954635275
COL_338038,55171.58624896141
COL_338039,49984.83078696159
COL_338276,33471.16338965932
COL_338279,42611.70556376068
COL_338421,29192.28511144383
COL_338506,52356.43722753783
COL_338557,62377.91154376631
COL_338558,52697.90494440133
COL_338559,62828.209631541984
COL_338560,56381.673337327724
COL_338561,56410.25460869375
COL_338562,61414.11696751846
COL_338607,60844.78358115962
COL_338609,59117.299208358374
COL_338673,38332.577621868266
COL_338850,34092.219037302624
COL_338864,55020.38487919803
COL_338944,43959.34266819864
COL_339089,95732.32473034327
COL_339113,35312.393848727545
COL_339428,41501.47344380036
COL_339440,33908.36985340126
COL_339645,28609.847196329847
COL_339657,44745.67219760245
COL_339727,55272.116414339434
COL_339728,55460.39553614487
COL_339729,73443.31276475015
COL_339772,60355.305774287044
COL_339793,44174.60816385427
COL_339822,30868.871651805366
COL_339866,51104.16578312763
COL_339878,109547.01160404518
COL_339889,33482.94443211443
COL_339893,36077.33338564449
COL_339912,80865.18016020423
COL_339987,32353.017133952013
COL_339993,81900.41810215985
COL_340011,82247.13991719423
COL_340117,44529.44643775736
COL_340369,50536.096340321885
COL_340447,78497.0304316464
COL_340462,44590.48011097467
COL_340506,26451.87854668025
COL_340519,63091.08017308541
COL_340520,57115.602074853996
COL_340521,46954.315346852825
COL_340655,147850.81338669083
COL_340657,45650.59579595703
COL_340794,129775.31567256016
COL_340796,51819.017402307654
COL_340898,104284.03036732123
COL_340975,42650.87781581459
COL_340994,76033.35981018946
COL_340995,64228.97660615144
COL_341014,43820.29098725974
COL_341069,139724.96780932197
COL_341070,41294.11835533557
COL_341184,57593.678733766996
COL_341212,47446.38362885016
COL_341220,49210.196086161195
COL_341237,50307.187901291065
COL_341310,47658.44772887198
COL_341351,36627.93614625099
COL_341414,82305.92488361106
COL_341465,40576.65803801778
COL_341487,32822.77369908019
COL_341496,38871.838153789206
COL_341683,43796.44923199439
COL_341692,28923.929102138358
COL_341722,79791.80487550516
COL_341744,42595.38797311666
COL_341762,58792.242440064554
COL_341805,36288.80674387314
COL_341889,43063.79006265625
COL_341936,44000.21075911291
COL_342040,70971.17891875499
COL_342111,61963.40763342349
COL_342208,50400.628880934586
COL_342209,33783.978191038834
COL_342211,48909.99929498446
COL_342212,34999.939803485395
COL_342258,61895.93717745221
COL_342326,61670.911348019756
COL_342405,53283.22028849201
COL_342407,39907.57077084674
COL_342425,57499.35543889951
COL_342426,57731.98147447316
COL_342438,43632.524003867446
COL_342505,52782.52564951835
COL_342623,40109.6459901897
COL_342714,58292.18187713199
COL_342734,30424.087954193365
COL_342947,53698.28919396702
COL_342948,37683.09125083991
COL_343030,43877.91788468747
COL_343036,77927.86063076626
COL_343039,31386.878346553443
COL_343047,51746.21970602017
COL_343070,29238.786740954423
COL_343169,122477.75888007603
COL_343269,41265.56925070843
COL_343324,46105.02001844855
COL_343430,29561.787742437264
COL_343527,33343.314244614216
COL_343636,43254.13433040409
COL_343649,44801.64361422247
COL_343852,46428.67686648512
COL_343866,109436.10307001375
COL_343993,83608.3304782478
COL_344179,40403.074202945114
COL_344278,51533.464436738024
COL_344298,40523.87787510901
COL_344312,58290.20490920246
COL_344350,41264.29739455964
COL_344578,40594.251690952864
COL_344772,34323.14319353852
COL_344807,51010.508348152456
COL_344844,40160.74033423135
COL_344845,74251.41126713953
COL_344887,35839.88559080138
COL_344960,45233.20657615738
COL_344969,162167.297973633
COL_345017,39630.31602507562
COL_345055,42638.63697914062
COL_345062,108564.3174984651
COL_345102,85930.9007261549
COL_345117,108736.91547383637
COL_345119,84259.62834732677
COL_345171,47985.7255290642
COL_345187,86528.64713345013
COL_345195,205518.10721387755
COL_345287,44128.55875938016
COL_345351,80372.72104166335
COL_345558,41944.47043294076
COL_345594,38139.51216792679
COL_345718,47144.22501810051
COL_345723,41181.49590291897
COL_345736,57471.88293228898
COL_345839,61506.92610639861
COL_345884,31920.437923320733
COL_345971,29736.845301139812
COL_345996,53624.25793242128
COL_346013,174306.54796086604
COL_346015,188967.03419310303
COL_346208,52428.30809310223
COL_346276,47038.590911425556
COL_346296,44781.29983835907
COL_346516,42662.83917172587
COL_346518,40481.39805881537
COL_346522,87618.59067248068
COL_346623,74917.06713976237
COL_346677,149407.14672244125
COL_346698,48475.42551153685
COL_346776,69205.74248790338
COL_346813,39641.71118841133
COL_346829,40802.10370646273
COL_346974,60233.174976789654
COL_346975,57271.19049302977
COL_347000,50346.23101982403
COL_347011,86884.95994059478
COL_347186,59332.52652361864
COL_347284,36258.62016588248
COL_347293,34981.51371483455
COL_347332,39396.96125343335
COL_347353,45310.8747567814
COL_347436,48492.83236639013
COL_347488,45444.69139992294
COL_347618,51171.403351728746
COL_347620,35927.83285264104
COL_347621,55772.808316400566
COL_347634,42405.77300283633
COL_347686,45023.85964859447
COL_347694,41219.25829289657
COL_347737,105398.39316048646
COL_347777,55510.60387684654
COL_347852,42312.9416223653
COL_347970,37106.36839427005
COL_348009,35216.14886722726
COL_348076,105704.17635239752
COL_348077,67356.35455389167
COL_348272,66459.80480957811
COL_348274,53234.61965711127
COL_348275,49755.27866589178
COL_348278,44073.57394770942
COL_348281,44484.64412512896
COL_348383,84993.86180446541
COL_348436,38941.8476156121
COL_348447,34228.14011405801
COL_348483,35860.311807045626
COL_348681,35102.18592055876
COL_348731,44294.96975528272
COL_348733,54766.99617386531
COL_348757,54364.56364599772
COL_348893,38798.21839335692
COL_349002,160675.9004197998
COL_349029,58570.693587587804
COL_349110,32692.05321673028
COL_349213,45530.19684491245
COL_349214,38497.13606710868
COL_349215,35738.86931030205
COL_349216,34479.73023969825
COL_349601,30334.05145188451
COL_349602,37150.33385949364
COL_349643,31262.442889390637
COL_349719,59953.58380869378
COL_349774,35212.690473546965
COL_349777,32974.80215053715
COL_350115,37179.60999974095
COL_350169,36371.31029787485
COL_350175,91450.57578502351
COL_350245,46946.60123355146
COL_350246,50113.23763072716
COL_350338,55341.29910430626
COL_350353,36098.80354686027
COL_350357,55411.40097132236
COL_350456,42401.120072345024
COL_350457,36007.14349206344
COL_350458,52944.30450361275
COL_350459,43912.88285874529
COL_350476,42439.594045786886
COL_350497,210301.338641991
COL_350564,264620.74080407806
COL_350594,58139.12774479235
COL_350743,41751.1085330876
COL_350761,90650.72984247752
COL_350762,95451.82554380495
COL_350764,76447.05534189793
COL_350784,40399.3973857945
COL_350851,64092.18022184377
COL_351049,48535.70289751535
COL_351088,444658.240209411
